Age	Attrition	BusinessTravel	Department	DistanceFromHome	Education	EnvironmentSatisfaction	Gender	JobInvolvement	JobRole	JobSatisfaction	MaritalStatus	MonthlyIncome	NumCompaniesWorked	OverTime	RelationshipSatisfaction	TotalWorkingYears	TrainingTimesLastYear	WorkLifeBalance	PCA_Years	PCA_Performance_and_Percent
34	0	Travel_Frequently	Research & Development	2	1	4	Male	2	Manufacturing Director	3	Married	9547	1	No	3	10	2	2	1.4672484314	0.0446509207
51	0	Travel_Rarely	Research & Development	3	3	4	Female	3	Healthcare Representative	2	Single	13734	3	No	3	21	6	3	-0.3588561431	0.2379185311
52	0	Travel_Rarely	Research & Development	1	4	3	Male	2	Manager	3	Married	19999	0	No	1	34	5	3	6.1141829476	-0.5351519103
27	0	Travel_Rarely	Research & Development	9	3	4	Female	3	Research Scientist	2	Single	2279	1	No	4	7	2	2	-0.068559238	-0.1486166896
35	1	Travel_Rarely	Research & Development	23	2	2	Male	2	Manufacturing Director	3	Married	5916	3	Yes	1	8	1	3	-1.8661580547	-0.7284195206
43	0	Non-Travel	Research & Development	7	3	4	Male	4	Research Scientist	4	Divorced	2089	4	No	4	7	3	4	-0.5355378187	-0.5351519103
45	0	Non-Travel	Research & Development	2	2	1	Male	2	Manager	4	Married	16792	9	No	4	22	1	3	3.4247459187	3.1646260383
37	0	Travel_Rarely	Research & Development	21	3	2	Male	4	Research Scientist	1	Married	3564	1	Yes	1	8	3	2	0.7252818966	-0.921687131
35	0	Travel_Frequently	Research & Development	2	3	2	Female	3	Laboratory Technician	2	Single	4425	5	No	4	10	5	3	-0.8681871567	-1.1149547413
42	0	Non-Travel	Research & Development	21	2	3	Female	3	Manufacturing Director	3	Divorced	5265	2	No	2	11	5	3	-0.950913142	-0.1486166896
38	0	Travel_Rarely	Research & Development	2	4	4	Male	3	Manufacturing Director	3	Married	6553	9	No	2	14	3	3	-2.0085850468	-0.5351519103
38	0	Travel_Rarely	Research & Development	29	3	4	Male	3	Manufacturing Director	4	Married	6261	3	No	1	9	3	1	0.6381328019	0.2379185311
27	0	Travel_Frequently	Research & Development	1	1	3	Male	2	Manufacturing Director	1	Married	4298	5	No	3	6	1	3	-1.3646534481	0.4311861414
49	0	Non-Travel	Research & Development	18	4	4	Male	3	Manufacturing Director	4	Divorced	6804	1	Yes	1	7	0	3	0.6381328019	-0.3418843
34	0	Travel_Frequently	Research & Development	10	4	4	Male	3	Research Scientist	3	Divorced	3815	1	Yes	4	5	4	4	-0.9617989836	0.0446509207
40	0	Travel_Rarely	Research & Development	19	2	3	Male	3	Laboratory Technician	4	Married	2741	8	Yes	3	15	2	4	0.2050650414	-0.3418843
38	1	Travel_Rarely	Research & Development	29	1	2	Male	3	Healthcare Representative	1	Married	6673	7	Yes	2	17	2	3	-2.0085850468	0.4311861414
29	1	Travel_Rarely	Sales	27	3	2	Female	3	Sales Executive	4	Married	7639	1	No	4	10	3	2	0.7602125282	2.971358428
22	0	Travel_Rarely	Research & Development	5	3	4	Male	4	Research Scientist	2	Divorced	2328	1	Yes	1	4	2	2	-0.9055012746	-0.1486166896
36	0	Travel_Frequently	Research & Development	18	1	2	Female	3	Laboratory Technician	4	Single	2153	1	No	1	8	2	3	-0.1231611874	-0.7284195206
40	0	Non-Travel	Research & Development	9	5	4	Male	2	Healthcare Representative	4	Married	4876	9	No	4	5	5	1	-1.266618512	-0.5351519103
46	0	Travel_Rarely	Research & Development	1	4	4	Male	3	Healthcare Representative	1	Divorced	9396	7	No	3	17	3	3	-1.0370424252	-0.1486166896
32	1	Travel_Rarely	Sales	4	4	4	Male	1	Sales Executive	4	Married	10400	1	No	3	14	2	2	2.6278832081	-1.1149547413
30	0	Non-Travel	Research & Development	1	1	3	Male	2	Manufacturing Director	3	Single	8474	1	No	3	12	2	3	1.8184996387	2.971358428
27	0	Travel_Frequently	Sales	20	3	4	Female	3	Sales Executive	3	Single	9981	1	No	4	7	2	3	0.5011487306	-0.5351519103
51	0	Travel_Rarely	Research & Development	8	4	2	Male	2	Research Director	2	Married	12490	5	No	4	16	5	1	1.5933466612	-0.1486166896
30	1	Travel_Rarely	Research & Development	3	3	4	Female	3	Research Scientist	1	Single	2657	5	Yes	3	8	5	3	-0.8074663384	-1.1149547413
41	0	Travel_Rarely	Sales	6	3	4	Female	3	Manager	4	Single	13591	3	Yes	3	16	3	3	-2.0085850468	0.2379185311
30	1	Travel_Frequently	Sales	26	4	3	Female	2	Sales Executive	1	Single	6696	5	No	3	9	5	2	-1.0061910395	-0.3418843
29	1	Travel_Rarely	Research & Development	1	3	3	Male	3	Research Scientist	3	Single	2058	0	No	4	7	1	2	-0.4409061803	-0.5351519103
45	0	Non-Travel	Sales	6	3	4	Female	2	Sales Executive	4	Single	8865	6	No	4	23	2	3	3.3331737147	-0.921687131
54	0	Travel_Rarely	Sales	3	3	4	Female	3	Sales Executive	1	Married	5940	2	No	4	16	4	3	-0.5778902516	-0.5351519103
36	0	Travel_Rarely	Research & Development	5	2	4	Male	3	Laboratory Technician	2	Single	5914	8	No	4	16	3	4	2.0006242351	-0.1486166896
33	0	Travel_Rarely	Research & Development	4	4	3	Female	2	Research Scientist	2	Married	2622	6	No	4	7	3	3	-1.2720614327	2.7780908176
37	0	Travel_Frequently	Research & Development	11	3	2	Male	3	Research Director	4	Divorced	12185	1	Yes	3	10	1	3	0.9040031951	-0.5351519103
38	0	Travel_Rarely	Sales	3	3	1	Male	3	Sales Executive	3	Divorced	10609	0	No	3	17	6	2	3.2491944339	-0.921687131
31	0	Non-Travel	Research & Development	1	4	3	Male	1	Manufacturing Director	3	Married	4345	0	No	4	6	2	3	-0.3876679057	-0.921687131
59	0	Travel_Rarely	Research & Development	3	3	3	Male	2	Research Scientist	4	Married	2177	3	No	1	7	6	3	-2.0085850468	0.0446509207
37	0	Travel_Frequently	Sales	4	4	1	Male	3	Sales Representative	4	Divorced	2793	4	No	3	13	2	3	1.6442014495	0.0446509207
29	0	Travel_Frequently	Sales	1	1	2	Female	3	Sales Executive	4	Married	7918	1	No	4	11	5	3	0.9673409837	-0.5351519103
35	0	Travel_Frequently	Sales	1	3	3	Female	3	Sales Executive	3	Single	8789	1	No	1	10	3	4	0.9050230066	-0.5351519103
29	1	Travel_Rarely	Research & Development	18	1	3	Male	2	Research Scientist	4	Single	2389	1	Yes	3	4	3	2	-1.1804892288	-0.7284195206
52	0	Travel_Rarely	Research & Development	2	3	3	Female	2	Laboratory Technician	4	Single	3212	7	No	2	6	3	2	-1.0797994639	-0.3418843
42	0	Travel_Rarely	Research & Development	4	2	3	Male	3	Manager	4	Married	19232	1	No	4	22	3	3	5.8686976788	-1.1149547413
59	0	Travel_Rarely	Human Resources	6	2	2	Male	3	Human Resources	3	Married	2267	8	No	4	7	2	2	-1.0797994639	0.0446509207
50	0	Travel_Rarely	Sales	1	4	4	Female	3	Manager	4	Divorced	19517	3	No	3	32	3	2	-0.6311285262	-1.1149547413
33	1	Travel_Rarely	Research & Development	14	3	3	Male	3	Laboratory Technician	4	Married	2436	5	Yes	3	8	2	1	-0.5246519771	-0.7284195206
43	0	Travel_Rarely	Sales	16	3	4	Female	3	Manager	4	Married	16064	5	Yes	3	22	3	3	2.6429208165	2.971358428
33	1	Travel_Rarely	Research & Development	2	2	1	Female	3	Laboratory Technician	1	Married	2707	7	No	1	13	3	4	0.8124309912	2.5848232073
52	0	Non-Travel	Sales	2	4	1	Male	2	Manager	3	Single	19068	1	Yes	4	33	2	4	5.5339212223	0.2379185311
32	0	Travel_Rarely	Sales	4	2	3	Female	3	Sales Representative	2	Married	3931	2	No	1	6	5	3	-0.9010781653	-1.1149547413
32	1	Travel_Rarely	Research & Development	1	3	4	Male	2	Laboratory Technician	3	Single	3730	0	Yes	4	4	2	1	-1.1296344406	-0.5351519103
39	0	Travel_Rarely	Research & Development	1	4	3	Female	3	Laboratory Technician	3	Divorced	2232	7	No	3	7	1	3	-1.1296344406	-0.5351519103
32	0	Non-Travel	Sales	26	4	3	Male	3	Sales Executive	4	Married	4465	0	No	1	4	2	3	-0.9926503692	0.2379185311
41	0	Travel_Rarely	Research & Development	19	2	3	Male	3	Research Scientist	1	Divorced	3072	2	No	1	17	2	2	-2.0085850468	-0.1486166896
40	0	Travel_Rarely	Research & Development	24	2	1	Male	3	Research Scientist	4	Divorced	3319	1	No	1	9	3	3	1.3647903859	0.0446509207
45	0	Travel_Rarely	Research & Development	1	3	3	Male	4	Manager	4	Married	19202	0	No	3	25	2	3	1.1298171462	-1.1149547413
31	0	Travel_Frequently	Research & Development	3	4	2	Male	3	Research Director	3	Divorced	13675	9	No	1	9	3	3	-1.0797994639	-0.921687131
33	0	Travel_Rarely	Research & Development	5	4	3	Female	2	Research Scientist	4	Married	2911	1	No	3	2	2	2	-1.3537676066	-0.7284195206
34	0	Travel_Rarely	Research & Development	2	4	4	Male	2	Manufacturing Director	1	Married	5957	6	No	2	13	3	3	2.1023338115	-0.7284195206
37	0	Travel_Rarely	Research & Development	1	2	3	Female	2	Research Scientist	1	Married	3920	2	No	1	17	2	2	-1.4080256926	-0.5351519103
45	0	Travel_Frequently	Research & Development	7	4	1	Male	4	Manufacturing Director	3	Married	6434	4	No	4	9	1	3	-1.266618512	0.0446509207
37	1	Travel_Frequently	Research & Development	10	3	1	Male	3	Manufacturing Director	3	Divorced	10048	6	No	2	17	5	3	-2.0085850468	-1.1149547413
39	0	Travel_Frequently	Research & Development	2	4	3	Female	3	Healthcare Representative	3	Single	10938	0	No	4	20	1	3	3.0547824627	3.551161259
29	0	Travel_Rarely	Research & Development	15	3	3	Male	3	Research Scientist	4	Single	2340	1	No	1	6	1	3	-0.0166846383	0.4311861414
42	0	Travel_Rarely	Research & Development	17	2	4	Female	4	Research Scientist	1	Single	6545	3	Yes	3	10	1	3	-1.266618512	-0.7284195206
29	0	Travel_Rarely	Sales	20	2	4	Male	3	Sales Executive	4	Divorced	6931	2	No	4	10	2	3	-1.266618512	-0.5351519103
25	0	Travel_Rarely	Research & Development	1	3	1	Female	3	Manufacturing Director	3	Married	4898	0	No	4	5	3	3	-1.042485346	-0.921687131
42	0	Travel_Rarely	Research & Development	2	3	4	Female	2	Laboratory Technician	1	Divorced	2593	0	Yes	3	10	4	3	1.6353552309	-1.1149547413
40	0	Travel_Rarely	Research & Development	2	2	1	Male	3	Research Director	3	Divorced	19436	0	No	4	22	5	3	2.4170422538	0.4311861414
51	0	Travel_Rarely	Research & Development	1	3	3	Male	3	Research Scientist	4	Married	2723	1	No	2	1	0	2	-2.0085850468	-1.1149547413
31	1	Travel_Frequently	Research & Development	29	2	3	Male	2	Laboratory Technician	2	Single	3479	0	No	2	6	2	4	-0.3876679057	-1.1149547413
32	0	Travel_Frequently	Research & Development	7	3	2	Male	4	Laboratory Technician	2	Married	2794	1	No	3	5	3	1	-1.0913005112	2.5848232073
38	0	Non-Travel	Sales	2	2	4	Male	2	Sales Executive	4	Married	5249	3	No	4	13	0	3	1.2623323405	0.2379185311
32	0	Travel_Rarely	Research & Development	2	1	4	Male	2	Laboratory Technician	1	Single	2176	4	No	4	9	5	3	-0.7203172438	-0.7284195206
46	0	Travel_Rarely	Sales	2	3	3	Female	1	Manager	2	Married	16872	3	Yes	2	28	2	2	1.4600372301	-0.921687131
28	1	Travel_Rarely	Research & Development	2	4	1	Male	3	Laboratory Technician	3	Single	3485	2	No	3	5	5	1	-2.0957341415	-1.1149547413
29	0	Travel_Rarely	Sales	2	3	1	Male	2	Sales Executive	2	Married	6644	2	No	2	10	2	3	-2.0957341415	0.4311861414
31	0	Travel_Rarely	Research & Development	23	3	2	Male	2	Healthcare Representative	4	Married	5582	0	No	2	10	2	3	0.786912147	2.7780908176
25	0	Non-Travel	Research & Development	5	2	2	Male	4	Healthcare Representative	1	Divorced	4000	1	No	4	6	2	3	-0.2994989996	-0.921687131
45	0	Travel_Rarely	Research & Development	20	2	3	Male	3	Healthcare Representative	4	Married	13496	0	Yes	2	21	2	3	2.6093042227	-0.5351519103
36	0	Travel_Rarely	Research & Development	6	3	4	Male	3	Laboratory Technician	4	Married	3210	0	No	3	16	4	3	3.9863332538	-1.1149547413
55	0	Travel_Rarely	Research & Development	1	3	4	Male	3	Manager	1	Single	19045	0	Yes	3	37	2	3	4.8551922553	-0.5351519103
47	1	Non-Travel	Research & Development	29	4	1	Male	3	Manager	2	Married	11849	1	Yes	4	10	2	2	2.2803066411	-0.921687131
28	0	Travel_Rarely	Research & Development	9	3	4	Male	3	Research Scientist	4	Married	2070	1	No	4	5	3	2	-0.8074663384	3.1646260383
37	0	Travel_Rarely	Sales	6	4	3	Male	3	Sales Executive	4	Married	6502	4	No	2	7	5	4	-0.9519329535	-0.5351519103
21	0	Travel_Rarely	Research & Development	3	2	4	Male	2	Research Scientist	3	Single	3230	1	No	1	3	4	4	-1.4144884249	0.0446509207
37	0	Non-Travel	Research & Development	1	4	1	Female	3	Research Director	4	Divorced	13603	2	Yes	1	15	2	3	-1.0923203227	0.2379185311
35	0	Travel_Rarely	Research & Development	22	3	2	Female	4	Manager	2	Divorced	11996	7	No	2	10	6	2	0.6109181981	0.2379185311
38	0	Travel_Rarely	Sales	7	2	1	Female	4	Sales Executive	1	Divorced	5605	1	Yes	3	8	3	3	0.5573360602	3.3578936487
26	0	Travel_Frequently	Research & Development	1	3	3	Female	3	Manufacturing Director	2	Divorced	6397	1	No	1	6	6	1	-0.1591116304	2.5848232073
50	0	Travel_Rarely	Research & Development	4	1	1	Male	3	Research Director	2	Divorced	19144	3	No	1	28	4	2	0.3329315517	-0.5351519103
53	0	Travel_Rarely	Research & Development	3	4	3	Male	3	Research Director	3	Married	17584	3	Yes	4	21	5	2	-0.6715020785	-0.1486166896
42	0	Travel_Rarely	Sales	1	1	2	Male	3	Sales Executive	3	Married	4907	1	No	3	20	3	3	4.2711493796	3.551161259
29	0	Travel_Frequently	Sales	2	2	2	Male	3	Sales Executive	4	Single	4554	1	No	1	10	3	2	1.0474499987	0.2379185311
55	0	Travel_Rarely	Research & Development	20	2	2	Male	3	Laboratory Technician	4	Married	5415	3	Yes	4	12	4	3	0.9050230066	0.4311861414
26	0	Travel_Frequently	Research & Development	11	2	1	Male	3	Healthcare Representative	1	Married	4741	1	Yes	3	5	3	3	-0.3975339358	-0.7284195206
37	0	Travel_Rarely	Research & Development	1	3	4	Female	3	Research Scientist	4	Single	2115	1	No	2	17	3	3	2.764595937	-0.921687131
44	1	Travel_Frequently	Research & Development	24	3	4	Male	3	Laboratory Technician	3	Divorced	3161	3	Yes	4	19	0	1	-2.0085850468	2.971358428
38	0	Travel_Rarely	Research & Development	23	4	4	Male	3	Healthcare Representative	4	Divorced	5745	9	No	2	10	2	3	-1.2167835352	-0.5351519103
26	1	Travel_Rarely	Research & Development	16	4	1	Male	3	Laboratory Technician	2	Divorced	2373	2	Yes	4	5	2	3	-1.266618512	-0.7284195206
28	0	Travel_Rarely	Research & Development	8	2	4	Female	3	Research Scientist	4	Single	3310	1	No	4	5	3	3	-0.950913142	2.7780908176
49	0	Travel_Frequently	Research & Development	10	4	3	Female	3	Research Director	1	Single	18665	9	Yes	4	22	4	3	-1.1296344406	-1.1149547413
36	0	Travel_Rarely	Research & Development	3	3	3	Male	3	Research Scientist	2	Single	4485	4	No	4	10	2	3	0.5573360602	-0.921687131
31	0	Travel_Frequently	Sales	5	3	4	Female	3	Sales Representative	2	Divorced	2789	1	No	3	2	5	2	-1.0797994639	-1.1149547413
26	1	Travel_Rarely	Sales	4	4	4	Male	2	Sales Executive	4	Single	5828	1	Yes	2	8	0	3	1.1199053483	-0.921687131
37	0	Travel_Frequently	Research & Development	9	3	2	Male	3	Research Scientist	4	Married	2326	1	Yes	3	4	3	2	-1.042485346	-0.921687131
42	0	Travel_Frequently	Sales	26	3	3	Female	3	Sales Executive	2	Married	13525	5	No	4	23	2	4	1.9002286965	-0.5351519103
18	1	Travel_Rarely	Research & Development	3	3	3	Male	3	Laboratory Technician	3	Single	1420	1	No	3	0	2	3	-2.0957341415	-0.7284195206
35	0	Travel_Rarely	Sales	16	3	3	Male	3	Sales Executive	2	Married	8020	0	No	3	12	3	2	2.2393178829	-0.3418843
36	0	Travel_Frequently	Research & Development	18	4	3	Male	4	Laboratory Technician	4	Married	3688	4	No	4	4	2	3	-2.0085850468	0.2379185311
51	0	Travel_Rarely	Research & Development	2	3	4	Male	1	Manufacturing Director	2	Divorced	5482	5	No	4	13	3	3	-1.1838925266	0.2379185311
41	0	Travel_Rarely	Sales	2	4	4	Male	3	Manager	2	Single	16015	1	No	2	22	2	3	1.8053257156	0.4311861414
18	0	Travel_Rarely	Sales	10	3	4	Female	2	Sales Representative	3	Single	1200	1	No	1	0	2	3	-2.0957341415	-0.921687131
28	0	Travel_Rarely	Research & Development	16	2	2	Male	4	Healthcare Representative	1	Single	5661	0	No	3	9	2	3	0.0226691026	0.4311861414
31	0	Travel_Rarely	Sales	7	3	2	Male	4	Sales Executive	4	Married	6929	4	No	2	10	3	2	1.5471863248	-1.1149547413
39	0	Travel_Rarely	Research & Development	1	3	3	Male	4	Healthcare Representative	4	Divorced	9613	0	No	1	19	5	2	2.2949625276	0.0446509207
36	0	Non-Travel	Research & Development	24	4	2	Female	3	Laboratory Technician	2	Married	5674	7	No	3	11	3	3	0.9592810926	-0.3418843
32	0	Travel_Rarely	Sales	7	3	4	Male	2	Sales Executive	3	Married	5484	1	No	3	13	3	2	1.8558137566	-0.5351519103
38	0	Travel_Rarely	Research & Development	25	2	1	Female	2	Research Director	2	Married	12061	3	No	3	19	2	3	0.0494412423	0.0446509207
58	0	Non-Travel	Research & Development	1	4	4	Male	1	Healthcare Representative	3	Divorced	5660	2	Yes	4	12	2	3	-0.8139290707	-0.7284195206
31	0	Travel_Rarely	Research & Development	5	4	3	Male	3	Research Scientist	4	Married	4821	0	Yes	3	6	4	3	-0.9498933305	-0.921687131
31	0	Travel_Rarely	Human Resources	2	3	1	Male	2	Human Resources	1	Married	6410	3	No	4	9	1	3	-1.5016375195	-0.921687131
45	0	Travel_Frequently	Research & Development	7	3	1	Male	3	Laboratory Technician	1	Divorced	5210	1	No	1	24	2	3	4.0680623115	0.2379185311
31	0	Travel_Rarely	Research & Development	2	4	3	Male	3	Research Scientist	4	Divorced	2695	0	Yes	2	3	2	1	-1.0797994639	0.2379185311
33	0	Travel_Frequently	Research & Development	5	4	4	Female	3	Manager	2	Married	11878	6	No	2	12	2	3	1.8594883969	-1.1149547413
39	0	Travel_Rarely	Research & Development	10	1	3	Male	3	Manager	1	Married	17068	1	Yes	4	21	3	3	3.9381561782	-0.5351519103
43	0	Travel_Frequently	Research & Development	10	4	3	Female	3	Laboratory Technician	4	Single	2455	0	No	1	9	5	3	0.7252818966	0.4311861414
49	0	Travel_Rarely	Research & Development	1	2	3	Female	2	Healthcare Representative	3	Single	13964	7	Yes	4	25	2	3	-0.3472943534	-0.921687131
52	1	Travel_Rarely	Research & Development	8	4	3	Male	2	Research Scientist	2	Married	4941	2	No	1	11	3	2	0.8401504215	-0.3418843
27	0	Travel_Rarely	Research & Development	5	3	3	Female	3	Research Scientist	2	Single	2478	1	Yes	2	4	2	2	-0.9010781653	-0.921687131
32	0	Travel_Rarely	Sales	8	2	3	Female	2	Sales Executive	2	Married	5228	1	Yes	4	13	2	3	3.522757971	-1.1149547413
27	0	Travel_Rarely	Sales	2	3	4	Male	3	Sales Executive	3	Single	4478	1	Yes	1	5	3	3	-0.5246519771	-1.1149547413
31	0	Travel_Rarely	Sales	7	3	4	Male	3	Sales Executive	4	Divorced	7547	4	No	4	13	3	3	0.6381328019	-0.921687131
32	0	Travel_Rarely	Research & Development	2	4	1	Female	4	Research Scientist	4	Single	5055	7	No	3	10	0	2	0.5011487306	-0.1486166896
28	1	Travel_Rarely	Research & Development	2	4	1	Male	1	Research Scientist	4	Married	3464	5	Yes	4	5	4	2	-0.9926503692	-0.7284195206
30	0	Travel_Rarely	Research & Development	28	2	4	Female	3	Research Scientist	4	Married	5775	1	No	4	11	2	3	1.3258412508	-0.7284195206
31	0	Travel_Frequently	Research & Development	7	2	3	Female	2	Manufacturing Director	3	Married	8943	1	No	1	10	2	3	2.426136931	3.3578936487
39	0	Travel_Frequently	Research & Development	7	2	3	Male	2	Manager	4	Married	19272	1	No	1	21	2	3	3.215135376	-0.3418843
39	1	Travel_Rarely	Sales	3	2	4	Female	3	Sales Executive	3	Married	5238	4	Yes	1	12	3	2	-2.0085850468	0.2379185311
33	0	Travel_Frequently	Sales	10	3	2	Male	2	Sales Executive	4	Single	4682	3	No	3	9	6	2	-0.3534132223	-0.5351519103
47	0	Travel_Rarely	Research & Development	5	5	4	Male	3	Research Director	3	Married	18300	4	No	2	21	2	3	-1.2720614327	-1.1149547413
43	0	Travel_Frequently	Research & Development	10	4	3	Female	2	Laboratory Technician	3	Divorced	5257	1	No	2	9	3	4	-0.3215420252	-1.1149547413
27	0	Non-Travel	Sales	1	1	3	Male	3	Sales Executive	2	Married	6349	0	Yes	4	6	0	3	-0.3876679057	-0.7284195206
54	0	Travel_Frequently	Research & Development	20	4	4	Female	3	Research Scientist	3	Single	4869	3	No	4	20	4	2	-0.8956352445	-0.921687131
43	0	Travel_Rarely	Research & Development	7	3	3	Female	3	Healthcare Representative	1	Married	9985	8	No	1	10	1	2	-2.0085850468	-0.1486166896
45	0	Travel_Rarely	Research & Development	8	4	4	Male	3	Research Scientist	4	Married	3697	9	No	1	12	3	3	2.4206940102	-0.5351519103
40	0	Travel_Rarely	Sales	1	2	2	Male	1	Sales Executive	4	Married	7457	2	Yes	3	6	2	2	-1.0380622367	2.971358428
29	1	Travel_Rarely	Research & Development	8	4	2	Male	1	Laboratory Technician	1	Married	2119	1	Yes	4	7	4	2	0.5011487306	-1.1149547413
29	0	Travel_Rarely	Research & Development	9	5	2	Male	2	Laboratory Technician	4	Single	3983	0	No	3	4	2	3	-0.9926503692	0.0446509207
30	0	Travel_Rarely	Sales	5	3	4	Female	2	Sales Executive	3	Divorced	6118	1	No	3	10	2	3	0.4702594864	-0.7284195206
27	0	Travel_Rarely	Sales	8	4	2	Female	3	Sales Executive	2	Married	6214	1	No	1	8	3	3	0.5882978252	0.2379185311
37	0	Travel_Rarely	Research & Development	5	2	4	Male	3	Manufacturing Director	4	Divorced	6347	7	No	3	8	2	2	-0.7203172438	-0.1486166896
38	0	Travel_Rarely	Research & Development	15	2	3	Male	2	Research Director	4	Divorced	11510	0	Yes	2	12	3	3	1.8327887781	-0.5351519103
31	0	Travel_Rarely	Research & Development	7	4	3	Female	3	Manufacturing Director	4	Single	7143	1	Yes	3	11	2	2	2.1077767323	-0.5351519103
29	0	Travel_Rarely	Sales	10	1	4	Female	2	Sales Executive	2	Divorced	8268	1	Yes	1	7	2	3	0.6381328019	-0.5351519103
35	0	Travel_Rarely	Research & Development	5	4	3	Male	3	Manufacturing Director	2	Single	8095	0	No	4	17	5	3	1.9986453545	-0.7284195206
23	0	Travel_Rarely	Research & Development	26	1	3	Male	3	Research Scientist	4	Divorced	2904	1	No	3	4	2	2	-1.1794694173	-0.921687131
41	0	Travel_Rarely	Research & Development	6	3	4	Male	2	Manufacturing Director	2	Single	6032	6	Yes	4	8	3	3	-0.67252189	-0.3418843
47	0	Travel_Frequently	Sales	4	1	2	Male	3	Sales Representative	3	Single	2976	3	No	1	5	3	3	-2.0957341415	0.4311861414
42	0	Travel_Rarely	Research & Development	23	5	1	Female	3	Research Director	4	Single	15992	2	No	2	16	2	3	-2.0085850468	-0.5351519103
29	0	Non-Travel	Sales	2	3	4	Male	3	Sales Executive	3	Married	4649	1	No	1	4	3	2	-1.0380622367	-0.5351519103
42	0	Travel_Rarely	Human Resources	2	1	3	Male	3	Human Resources	3	Divorced	2696	0	Yes	3	4	5	3	-1.4144884249	-1.1149547413
